Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,AOV,Purchase_Frequency,Lifespan_Score,CLV
34,4,1592.12,3,4,4,344,Loyal Customers,398.03,4,331,1443.8129315068493
3,12,3109.99,5,5,5,555,Champions,259.1658333333333,12,362,3084.4284383561644
366,1,129.75,1,2,1,121,Lost,129.75,1,-1,-0.35547945205479453
43,1,183.7,3,2,1,321,Need Attention,183.7,1,322,162.0586301369863
73,6,1770.34,2,5,4,254,Loyal Customers,295.0566666666667,6,292,1416.2720000000002
5,5,1028.0,5,4,4,544,Champions,205.6,5,360,1013.917808219178
4,28,66653.56,5,5,5,555,Champions,2380.4842857142858,28,361,65923.11002739726
61,2,324.24,3,3,2,332,Need Attention,162.12,2,304,270.05194520547946
47,7,2959.88,3,5,5,355,Loyal Customers,422.84000000000003,7,318,2578.7447671232876
1,4,1260.86,5,4,4,544,Champions,315.215,4,364,1257.4055890410957
76,2,422.6,2,3,2,232,At Risk,211.3,2,289,334.60657534246576
72,2,225.58,3,3,1,331,Need Attention,112.79,2,293,181.0820273972603
256,2,1126.0,1,3,4,134,At Risk,563.0,2,109,336.25753424657535
69,2,477.86,3,3,2,332,Need Attention,238.93,2,296,387.52482191780825
135,4,657.9,2,4,3,243,Loyal Customers,164.475,4,230,414.5671232876712
241,1,112.75,1,2,1,121,Lost,112.75,1,124,38.3041095890411
227,2,1998.0,1,3,4,134,At Risk,999.0,2,138,755.4082191780822
9,13,5076.55,5,5,5,555,Champions,390.50384615384615,13,356,4951.374794520548
9,13,5398.3,5,5,5,555,Champions,415.25384615384615,13,356,5265.191232876712
1,20,14034.99,5,5,5,555,Champions,701.7495,20,364,13996.53797260274
37,3,531.35,3,4,3,343,Loyal Customers,177.11666666666667,3,328,477.48712328767124
46,1,656.63,3,2,3,323,Need Attention,656.63,1,319,573.8766301369863
85,5,3029.87,2,4,5,245,Loyal Customers,605.9739999999999,5,280,2324.283835616438
19,10,2467.99,4,5,5,455,Champions,246.79899999999998,10,346,2339.5192876712326
3,5,1651.03,5,4,4,544,Champions,330.206,5,362,1637.4598904109591
9,11,3603.66,5,5,5,555,Champions,327.6054545454545,11,356,3514.8026301369855
19,15,6910.78,4,5,5,455,Champions,460.71866666666665,15,346,6551.040767123287
317,2,1114.06,1,3,4,134,At Risk,557.03,2,48,146.50652054794517
78,1,301.72,2,2,2,222,Lost,301.72,1,287,237.24284931506853
267,2,901.2,1,3,3,133,At Risk,450.6,2,98,241.9660273972603
24,6,3843.08,4,5,5,455,Champions,640.5133333333333,6,341,3590.3843287671234
369,1,606.0500000000001,1,2,3,123,Lost,606.0500000000001,1,-4,-6.641643835616439
15,7,1770.22,4,5,4,454,Champions,252.88857142857142,7,350,1697.4712328767123
26,1,152.95,4,2,1,421,Potential Loyalists,152.95,1,339,142.0549315068493
262,1,292.47,1,2,2,122,Lost,292.47,1,103,82.53263013698631
17,13,4730.81,4,5,5,455,Champions,363.90846153846155,13,348,4510.470904109589
91,2,576.4,2,3,3,233,At Risk,288.2,2,274,432.69479452054793
302,6,756.82,1,5,3,153,Loyal Customers,126.13666666666667,6,63,130.62920547945208
26,5,1358.74,4,4,4,444,Champions,271.748,5,339,1261.9530410958903
364,1,256.32,1,2,2,122,Lost,256.32,1,1,0.7022465753424657
46,4,1048.28,3,4,4,344,Loyal Customers,262.07,4,319,916.1679999999999
38,21,7202.01,3,5,5,355,Loyal Customers,342.95285714285717,21,327,6452.211698630137
52,3,743.11,3,4,3,343,Loyal Customers,247.70333333333335,3,313,637.2422739726028
32,1,603.75,4,2,3,423,Potential Loyalists,603.75,1,333,550.818493150685
52,3,646.76,3,4,3,343,Loyal Customers,215.58666666666667,3,313,554.6188493150685
79,5,2247.41,2,4,5,245,Loyal Customers,449.48199999999997,5,286,1760.9842739726025
53,1,417.6,3,2,2,322,Need Attention,417.6,1,312,356.96219178082197
298,1,3.75,1,2,1,121,Lost,3.75,1,67,0.6883561643835616
177,1,323.0,2,2,2,222,Lost,323.0,1,188,166.36712328767123
29,7,2213.13,4,5,5,455,Champions,316.1614285714286,7,336,2037.2922739726027
11,7,1291.91,5,5,4,554,Champions,184.55857142857144,7,354,1252.9757260273973
87,17,7180.7,2,5,5,255,Loyal Customers,422.3941176470588,17,278,5469.135890410958
5,18,6680.11,5,5,5,555,Champions,371.1172222222222,18,360,6588.6016438356155
38,2,836.0600000000001,3,3,3,333,Need Attention,418.03000000000003,2,327,749.0181369863014
18,5,1515.9,4,4,4,444,Champions,303.18,5,347,1441.1432876712329
45,5,623.93,3,4,3,343,Loyal Customers,124.78599999999999,5,320,547.0071232876711
31,1,1764.72,4,2,4,424,Potential Loyalists,1764.72,1,334,1614.8396712328768
373,1,207.5,1,2,1,121,Lost,207.5,1,-8,-4.5479452054794525
58,1,223.92,3,2,1,321,Need Attention,223.92,1,307,188.33819178082192
372,1,2002.4,1,2,4,124,Lost,2002.4,1,-7,-38.40219178082192
114,3,1475.43,2,4,4,244,Loyal Customers,491.81,3,251,1014.6107671232876
215,1,239.4,1,2,1,121,Lost,239.4,1,150,98.38356164383562
319,1,106.83,1,2,1,121,Lost,106.83,1,46,13.463506849315069
65,1,369.34,3,2,2,322,Need Attention,369.34,1,300,303.5671232876712
8,3,789.79,5,4,3,543,Champions,263.2633333333333,3,357,772.4795342465753
97,1,316.62,2,2,2,222,Lost,316.62,1,268,232.4771506849315
20,3,1207.24,4,4,4,444,Champions,402.41333333333336,3,345,1141.0898630136987
199,1,611.8499999999999,1,2,3,123,Lost,611.8499999999999,1,166,278.26602739726025
4,13,2790.9500000000003,5,5,5,555,Champions,214.68846153846155,13,361,2760.364246575343
294,1,34.0,1,2,1,121,Lost,34.0,1,71,6.6136986301369864
273,2,1145.6,1,3,4,134,At Risk,572.8,2,92,288.75397260273974
31,11,5575.56,4,5,5,455,Champions,506.86909090909097,11,334,5102.0192876712335
48,3,478.09,3,4,2,342,Loyal Customers,159.36333333333332,3,317,415.21789041095883
260,1,361.54,1,2,2,122,Lost,361.54,1,105,104.00465753424658
58,5,757.1,3,4,3,343,Loyal Customers,151.42000000000002,5,307,636.7936986301371
33,5,2230.61,4,4,5,445,Champions,446.122,5,332,2028.9384109589043
57,1,171.59,3,2,1,321,Need Attention,171.59,1,308,144.79375342465752
68,4,661.52,3,4,3,343,Loyal Customers,165.38,4,297,538.2779178082192
10,11,1691.51,5,5,4,554,Champions,153.77363636363637,11,355,1645.1672602739725
60,1,371.54,3,2,2,322,Need Attention,371.54,1,305,310.4649315068493
80,2,222.62,2,3,1,231,At Risk,111.31,2,285,173.82657534246576
74,2,245.94,2,3,1,231,At Risk,122.97,2,291,196.0781917808219
2,22,10611.72,5,5,5,555,Champions,482.35090909090906,22,363,10553.573589041096
100,2,422.24,2,3,2,232,At Risk,211.12,2,265,306.55780821917807
372,1,311.25,1,2,2,122,Lost,311.25,1,-7,-5.969178082191781
10,13,2267.9500000000003,5,5,5,555,Champions,174.45769230769233,13,355,2205.8143835616443
20,1,107.6,4,2,1,421,Potential Loyalists,107.6,1,345,101.7041095890411
123,2,592.74,2,3,3,233,At Risk,296.37,2,242,392.99473972602743
8,1,80.80000000000001,5,2,1,521,Potential Loyalists,80.80000000000001,1,357,79.02904109589042
4,6,1545.62,5,5,4,554,Champions,257.6033333333333,6,361,1528.681698630137
29,7,1693.03,4,5,4,454,Champions,241.86142857142858,7,336,1558.5152876712327
282,2,110.38,1,3,1,131,At Risk,55.19,2,83,25.100109589041097
57,1,243.84,3,2,1,321,Need Attention,243.84,1,308,205.76087671232875
1,10,1194.48,5,5,4,554,Champions,119.44800000000001,10,364,1191.2074520547947
365,1,414.88,1,2,2,122,Lost,414.88,1,0,0.0
89,1,305.62,2,2,2,222,Lost,305.62,1,276,231.0989589041096
11,1,1162.65,5,2,4,524,Potential Loyalists,1162.65,1,354,1127.6112328767124
163,4,1594.23,2,4,4,244,Loyal Customers,398.5575,4,202,882.2861917808218
65,1,332.3,3,2,2,322,Need Attention,332.3,1,300,273.12328767123284
23,3,536.99,4,4,3,443,Champions,178.99666666666667,3,342,503.15227397260276
174,2,460.59,2,3,2,232,At Risk,230.295,2,191,241.02106849315066
103,4,736.21,2,4,3,243,Loyal Customers,184.0525,4,262,528.457589041096
143,3,1121.59,2,4,4,244,Loyal Customers,373.8633333333333,3,222,682.1725479452055
99,2,288.42,2,3,2,232,At Risk,144.21,2,266,210.19101369863014
23,5,914.69,4,4,3,443,Champions,182.93800000000002,5,342,857.0520000000001
192,1,309.54,1,2,2,122,Lost,309.54,1,173,146.7134794520548
5,2,547.07,5,3,3,533,Need Attention,273.535,2,360,539.5758904109589
361,1,479.35,1,2,2,122,Lost,479.35,1,4,5.253150684931507
8,10,1652.18,5,5,4,554,Champions,165.21800000000002,10,357,1615.9678356164386
14,21,6406.8,5,5,5,555,Champions,305.0857142857143,21,351,6161.059726027398
103,4,417.06,2,4,2,242,Loyal Customers,104.265,4,262,299.36909589041096
3,9,1604.75,5,5,4,554,Champions,178.30555555555554,9,362,1591.5602739726028
11,11,3349.57,5,5,5,555,Champions,304.50636363636363,11,354,3248.6240547945204
96,1,497.61,2,2,3,223,Lost,497.61,1,269,366.73175342465754
227,1,358.38,1,2,2,122,Lost,358.38,1,138,135.49709589041095
16,2,460.64,4,3,2,432,Need Attention,230.32,2,349,440.44756164383557
39,2,775.18,3,3,3,333,Need Attention,387.59,2,326,692.3525479452054
51,1,341.7,3,2,2,322,Need Attention,341.7,1,314,293.9556164383562
112,1,113.5,2,2,1,221,Lost,113.5,1,253,78.67260273972603
157,1,197.22,2,2,1,221,Lost,197.22,1,208,112.38838356164383
39,1,325.91,3,2,2,322,Need Attention,325.91,1,326,291.0867397260274
184,3,199.15,1,4,1,141,Loyal Customers,66.38333333333334,3,181,98.75657534246578
1,4,1106.53,5,4,4,544,Champions,276.6325,4,364,1103.498410958904
228,1,413.46,1,2,2,122,Lost,413.46,1,137,155.18909589041095
128,2,180.85,2,3,1,231,At Risk,90.425,2,237,117.4286301369863
40,2,251.87,3,3,2,332,Need Attention,125.935,2,325,224.26780821917808
31,11,3170.98,4,5,5,455,Champions,288.2709090909091,11,334,2901.6638904109586
197,2,588.85,1,3,3,133,At Risk,294.425,2,168,271.0323287671233
9,34,16594.35,5,5,5,555,Champions,488.06911764705876,34,356,16185.174246575341
37,6,1869.82,3,5,4,354,Loyal Customers,311.63666666666666,6,328,1680.2766027397258
101,3,1264.19,2,4,4,244,Loyal Customers,421.3966666666667,3,264,914.3730410958905
43,16,10196.57,3,5,5,355,Loyal Customers,637.285625,16,322,8995.330246575342
50,1,214.32,3,2,1,321,Need Attention,214.32,1,315,184.96109589041095
43,1,193.44,3,2,1,321,Need Attention,193.44,1,322,170.6511780821918
53,1,281.42,3,2,2,322,Need Attention,281.42,1,312,240.55627397260275
187,1,124.57,1,2,1,121,Lost,124.57,1,178,60.74920547945205
334,1,332.41,1,2,2,122,Lost,332.41,1,31,28.232082191780822
4,3,342.45,5,4,2,542,Champions,114.14999999999999,3,361,338.6971232876712
10,2,144.91,5,3,1,531,Need Attention,72.455,2,355,140.93986301369864
24,2,328.40000000000003,4,3,2,432,Need Attention,164.20000000000002,2,341,306.8065753424658
15,1,35.400000000000006,4,2,1,421,Potential Loyalists,35.400000000000006,1,350,33.945205479452056
369,1,375.69000000000005,1,2,2,122,Lost,375.69000000000005,1,-4,-4.117150684931508
145,2,747.81,2,3,3,233,At Risk,373.905,2,220,450.7347945205479
60,2,173.76,3,3,1,331,Need Attention,86.88,2,305,145.19671232876712
31,2,502.8,4,3,3,433,Need Attention,251.4,2,334,460.0964383561644
141,3,207.74,2,4,1,241,Loyal Customers,69.24666666666667,3,224,127.48975342465755
23,4,817.12,4,4,3,443,Champions,204.28,4,342,765.6302465753425
22,6,2812.34,4,5,5,455,Champions,468.72333333333336,6,343,2642.8290958904113
77,3,680.02,2,4,3,243,Loyal Customers,226.67333333333332,3,288,536.5637260273973
5,6,7123.62,5,5,5,555,Champions,1187.27,6,360,7026.036164383561
67,5,2095.53,3,4,5,345,Loyal Customers,419.10600000000005,5,298,1710.8710684931507
12,6,846.62,5,5,3,553,Champions,141.10333333333332,6,353,818.7859178082191
84,1,13.3,2,2,1,221,Lost,13.3,1,281,10.239178082191781
31,7,1491.43,4,5,4,454,Champions,213.0614285714286,7,334,1364.7606027397262
67,1,432.0,3,2,2,322,Need Attention,432.0,1,298,352.70136986301367
67,3,705.12,3,4,3,343,Loyal Customers,235.04,3,298,575.6870136986302
187,2,272.48,1,3,2,132,At Risk,136.24,2,178,132.88065753424658
38,2,429.84,3,3,2,332,Need Attention,214.92,2,327,385.08953424657534
15,3,450.41,4,4,2,442,Champions,150.13666666666668,3,350,431.90000000000003
35,1,192.33,3,2,1,321,Need Attention,192.33,1,330,173.88739726027399
195,3,1578.67,1,4,4,144,Loyal Customers,526.2233333333334,3,170,735.2709589041095
2,5,742.43,5,4,3,543,Champions,148.486,5,363,738.3618904109588
1,5,518.19,5,4,3,543,Champions,103.638,5,364,516.7703013698631
367,1,145.93,1,2,1,121,Lost,145.93,1,-2,-0.7996164383561645
65,1,202.27,3,2,1,321,Need Attention,202.27,1,300,166.24931506849316
299,2,289.78,1,3,2,132,At Risk,144.89,2,66,52.39857534246575
26,3,501.03,4,4,3,443,Champions,167.01,3,339,465.3401917808219
8,6,1271.06,5,5,4,554,Champions,211.84333333333333,6,357,1243.2011506849315
17,3,882.16,4,4,3,443,Champions,294.05333333333334,3,348,841.073095890411
116,1,1706.88,2,2,4,224,Lost,1706.88,1,249,1164.419506849315
29,1,363.2,4,2,2,422,Potential Loyalists,363.2,1,336,334.3430136986301
4,15,3634.95,5,5,5,555,Champions,242.32999999999998,15,361,3595.114931506849
5,7,3037.6,5,5,5,555,Champions,433.9428571428571,7,360,2995.98904109589
82,4,559.59,2,4,3,243,Loyal Customers,139.8975,4,283,433.87389041095895
29,5,928.76,4,4,4,444,Champions,185.752,5,336,854.9681095890411
72,1,379.14,3,2,2,322,Need Attention,379.14,1,293,304.35073972602737
4,8,1508.96,5,5,4,554,Champions,188.62,8,361,1492.4234520547946
29,11,2555.58,4,5,5,455,Champions,232.32545454545453,11,336,2352.533917808219
290,1,113.44,1,2,1,121,Lost,113.44,1,75,23.30958904109589
36,1,183.76,3,2,1,321,Need Attention,183.76,1,329,165.63572602739725
9,6,621.6800000000001,5,5,3,553,Champions,103.61333333333334,6,356,606.3509041095891
24,2,562.41,4,3,3,433,Need Attention,281.205,2,341,525.4296164383561
277,1,391.52,1,2,2,122,Lost,391.52,1,88,94.39386301369863
50,6,1068.82,3,5,4,354,Loyal Customers,178.13666666666666,6,315,922.406301369863
156,11,2592.25,2,5,5,255,Loyal Customers,235.6590909090909,11,209,1484.3294520547945
61,1,154.18,3,2,1,321,Need Attention,154.18,1,304,128.41293150684933
12,19,7069.08,5,5,5,555,Champions,372.0568421052632,19,353,6836.671890410959
21,3,829.89,4,4,3,443,Champions,276.63,3,344,782.142904109589
371,1,230.25,1,2,1,121,Lost,230.25,1,-6,-3.784931506849315
116,3,543.05,2,4,3,243,Loyal Customers,181.01666666666665,3,249,370.46424657534243
80,17,2806.75,2,5,5,255,Loyal Customers,165.10294117647058,17,285,2191.571917808219
4,7,1295.39,5,5,4,554,Champions,185.0557142857143,7,361,1281.1939452054796
26,3,378.89,4,4,2,442,Champions,126.29666666666667,3,339,351.90057534246574
5,21,4554.87,5,5,5,555,Champions,216.89857142857142,21,360,4492.474520547945
53,1,150.23000000000002,3,2,1,321,Need Attention,150.23000000000002,1,312,128.41578082191782
1,2,563.23,5,3,3,533,Need Attention,281.615,2,364,561.686904109589
55,2,931.03,3,3,4,334,Need Attention,465.515,2,310,790.737808219178
26,1,261.9,4,2,2,422,Potential Loyalists,261.9,1,339,243.24410958904107
9,4,2711.6800000000003,5,4,5,545,Champions,677.9200000000001,4,356,2644.816657534247
52,3,3049.88,3,4,5,345,Loyal Customers,1016.6266666666667,3,313,2615.376547945206
13,9,1904.99,5,5,4,554,Champions,211.66555555555556,9,352,1837.1410410958904
212,3,816.73,1,4,3,143,Loyal Customers,272.24333333333334,3,153,342.35531506849316
22,19,4345.5,4,5,5,455,Champions,228.71052631578948,19,343,4083.5794520547947
236,1,406.48,1,2,2,122,Lost,406.48,1,129,143.66005479452056
139,3,435.02,2,4,2,242,Loyal Customers,145.00666666666666,3,226,269.35484931506846
4,6,1286.27,5,5,4,554,Champions,214.37833333333333,6,361,1272.1738904109588
57,3,1178.56,3,4,4,344,Loyal Customers,392.8533333333333,3,308,994.510904109589
135,3,1277.75,2,4,4,244,Loyal Customers,425.9166666666667,3,230,805.1575342465753
109,2,167.61,2,3,1,231,At Risk,83.805,2,256,117.55660273972603
30,1,20.8,4,2,1,421,Potential Loyalists,20.8,1,335,19.090410958904112
1,9,2085.08,5,5,5,555,Champions,231.67555555555555,9,364,2079.3674520547943
185,4,518.67,1,4,3,143,Loyal Customers,129.6675,4,180,255.78246575342462
18,1,308.74,4,2,2,422,Potential Loyalists,308.74,1,347,293.51446575342464
239,2,416.64,1,3,2,132,At Risk,208.32,2,126,143.82641095890412
87,1,117.35,2,2,1,221,Lost,117.35,1,278,89.37890410958903
39,3,505.1,3,4,3,343,Loyal Customers,168.36666666666667,3,326,451.1304109589041
116,1,234.17,2,2,1,221,Lost,234.17,1,249,159.74884931506847
187,1,110.55,1,2,1,121,Lost,110.55,1,178,53.91205479452054
227,1,192.07,1,2,1,121,Lost,192.07,1,138,72.61824657534247
8,7,2154.97,5,5,5,555,Champions,307.8528571428571,7,357,2107.7377808219176
189,1,319.02,1,2,2,122,Lost,319.02,1,176,153.82882191780823
4,2,439.43,5,3,2,532,Need Attention,219.715,2,361,434.6143287671233
39,3,650.41,3,4,3,343,Loyal Customers,216.8033333333333,3,326,580.9141369863013
38,1,357.21,3,2,2,322,Need Attention,357.21,1,327,320.0210136986301
267,1,251.52,1,2,2,122,Lost,251.52,1,98,67.53139726027398
78,1,344.33,2,2,2,222,Lost,344.33,1,287,270.7471506849315
4,6,1852.0,5,5,4,554,Champions,308.6666666666667,6,361,1831.704109589041
255,2,1028.46,1,3,4,134,At Risk,514.23,2,110,309.9468493150685
61,1,384.06,3,2,2,322,Need Attention,384.06,1,304,319.8746301369863
13,7,1905.87,5,5,4,554,Champions,272.26714285714286,7,352,1837.989698630137
88,2,4459.52,2,3,5,235,At Risk,2229.76,2,277,3384.348054794521
17,10,5464.12,4,5,5,455,Champions,546.412,10,348,5209.626739726028
30,2,1873.2,4,3,4,434,Need Attention,936.6,2,335,1719.2383561643835
3,7,1616.8,5,5,4,554,Champions,230.97142857142856,7,362,1603.5112328767123
5,1,126.12,5,2,1,521,Potential Loyalists,126.12,1,360,124.39232876712329
7,6,1133.25,5,5,4,554,Champions,188.875,6,358,1111.5164383561644
219,1,179.0,1,2,1,121,Lost,179.0,1,146,71.60000000000001
11,5,1614.31,5,4,4,544,Champions,322.86199999999997,5,354,1565.6595616438356
30,6,1456.96,4,5,4,454,Champions,242.82666666666668,6,335,1337.2098630136986
288,3,702.0,1,4,3,143,Loyal Customers,234.0,3,77,148.09315068493152
150,4,295.0,2,4,2,242,Loyal Customers,73.75,4,215,173.76712328767124
23,2,484.82,4,3,3,433,Need Attention,242.41,2,342,454.269698630137
1,11,3989.57,5,5,5,555,Champions,362.6881818181818,11,364,3978.639671232877
86,3,1493.73,2,4,4,244,Loyal Customers,497.91,3,279,1141.7826575342465
46,2,1312.14,3,3,4,334,Need Attention,656.07,2,319,1146.7744109589041
5,4,781.78,5,4,3,543,Champions,195.445,4,360,771.0706849315068
51,6,889.9300000000001,3,5,3,353,Loyal Customers,148.3216666666667,6,314,765.5836164383562
18,1,195.36,4,2,1,421,Potential Loyalists,195.36,1,347,185.72580821917808
30,1,270.9,4,2,2,422,Potential Loyalists,270.9,1,335,248.63424657534244
8,3,583.4300000000001,5,4,3,543,Champions,194.4766666666667,3,357,570.642493150685
29,3,1838.61,4,4,4,444,Champions,612.87,3,336,1692.5286575342466
3,20,8694.26,5,5,5,555,Champions,434.713,20,362,8622.800328767124
41,2,920.1,3,3,3,333,Need Attention,460.05,2,324,816.7463013698631
11,4,1258.08,5,4,4,544,Champions,314.52,4,354,1220.1652602739725
31,1,71.0,4,2,1,421,Potential Loyalists,71.0,1,334,64.96986301369863
45,3,95.85,3,4,1,341,Loyal Customers,31.95,3,320,84.03287671232876
61,3,357.77,3,4,2,342,Loyal Customers,119.25666666666666,3,304,297.978301369863
185,2,154.83,1,3,1,131,At Risk,77.415,2,180,76.35452054794521
79,6,877.5600000000001,2,5,3,253,Loyal Customers,146.26000000000002,6,286,687.6223561643837
111,2,716.0,2,3,3,233,At Risk,358.0,2,254,498.25753424657535
64,1,146.87,3,2,1,321,Need Attention,146.87,1,301,121.11745205479453
12,2,380.35,5,3,2,532,Need Attention,190.175,2,353,367.84534246575345
86,3,1030.14,2,4,4,244,Loyal Customers,343.38000000000005,3,279,787.4220821917809
16,3,745.52,4,4,3,443,Champions,248.50666666666666,3,349,712.8396712328766
246,2,433.53,1,3,2,132,At Risk,216.765,2,119,141.34265753424657
88,1,1267.32,2,2,4,224,Lost,1267.32,1,277,961.7743561643834
30,1,112.4,4,2,1,421,Potential Loyalists,112.4,1,335,103.16164383561645
138,1,449.73,2,2,2,222,Lost,449.73,1,227,279.695095890411
27,3,1071.49,4,4,4,444,Champions,357.16333333333336,3,338,992.2290958904109
3,5,1036.58,5,4,4,544,Champions,207.31599999999997,5,362,1028.0601643835616
32,4,1735.18,4,4,4,444,Champions,433.795,4,333,1583.0546301369864
25,1,948.48,4,2,4,424,Potential Loyalists,948.48,1,340,883.5156164383561
113,3,339.44,2,4,2,242,Loyal Customers,113.14666666666666,3,252,234.35309589041097
157,1,642.02,2,2,3,223,Lost,642.02,1,208,365.8634520547945
85,3,1100.9,2,4,4,244,Loyal Customers,366.9666666666667,3,280,844.5260273972603
118,3,925.35,2,4,4,244,Loyal Customers,308.45,3,247,626.1957534246575
3,9,5655.03,5,5,5,555,Champions,628.3366666666666,9,362,5608.550301369862
96,6,3185.64,2,5,5,255,Loyal Customers,530.9399999999999,6,269,2347.7730410958898
194,1,240.89,1,2,1,121,Lost,240.89,1,171,112.85531506849316
28,1,399.09,4,2,2,422,Potential Loyalists,399.09,1,337,368.47487671232875
131,1,498.48,2,2,3,223,Lost,498.48,1,234,319.5734794520548
28,5,1356.33,4,4,4,444,Champions,271.26599999999996,5,337,1252.2827671232876
82,3,1179.89,2,4,4,244,Loyal Customers,393.2966666666667,3,283,914.8188219178084
30,5,3080.39,4,4,5,445,Champions,616.078,5,335,2827.2072602739727
266,1,234.24,1,2,1,121,Lost,234.24,1,99,63.533589041095894
74,11,5232.2300000000005,2,5,5,255,Loyal Customers,475.65727272727275,11,291,4171.449123287672
314,4,528.29,1,4,3,143,Loyal Customers,132.0725,4,51,73.81586301369863
21,7,1461.14,4,5,4,454,Champions,208.73428571428573,7,344,1377.0744109589043
59,3,855.45,3,4,3,343,Loyal Customers,285.15000000000003,3,306,717.1717808219179
12,21,4545.89,5,5,5,555,Champions,216.47095238095238,21,353,4396.436082191782
28,9,2709.7000000000003,4,5,5,455,Champions,301.0777777777778,9,337,2501.8326027397256
114,1,304.24,2,2,2,222,Lost,304.24,1,251,209.21709589041095
28,9,2429.03,4,5,5,455,Champions,269.89222222222224,9,337,2242.6934520547948
18,4,1444.84,4,4,4,444,Champions,361.21,4,347,1373.587616438356
18,4,834.12,4,4,3,443,Champions,208.53,4,347,792.9853150684932
36,3,841.0799999999999,3,4,3,343,Loyal Customers,280.35999999999996,3,329,758.1241643835615
36,2,375.86,3,3,2,332,Need Attention,187.93,2,329,338.7888767123288
78,1,118.8,2,2,1,221,Lost,118.8,1,287,93.41260273972603
22,2,287.62,4,3,2,432,Need Attention,143.81,2,343,270.284
25,2,288.91,4,3,2,432,Need Attention,144.455,2,340,269.12164383561645
33,2,2003.85,4,3,4,434,Need Attention,1001.925,2,332,1822.68
109,3,1405.78,2,4,4,244,Loyal Customers,468.5933333333333,3,256,985.9717260273973
35,2,2747.99,3,3,5,335,Need Attention,1373.995,2,330,2484.4841095890406
123,5,1562.4,2,4,4,244,Loyal Customers,312.48,5,242,1035.8926027397263
7,6,2050.08,5,5,5,555,Champions,341.68,6,358,2010.763397260274
28,4,1991.01,4,4,4,444,Champions,497.7525,4,337,1838.2749863013698
4,7,1974.65,5,5,4,554,Champions,282.09285714285716,7,361,1953.0100000000002
3,9,3827.76,5,5,5,555,Champions,425.3066666666667,9,362,3796.29895890411
50,4,1774.03,3,4,4,344,Loyal Customers,443.5075,4,315,1531.012191780822
322,1,302.0,1,2,2,122,Lost,302.0,1,43,35.57808219178082
23,3,1324.16,4,4,4,444,Champions,441.3866666666667,3,342,1240.719780821918
15,4,1022.13,4,4,4,444,Champions,255.5325,4,350,980.1246575342465
2,8,954.42,5,5,4,554,Champions,119.3025,8,363,949.190301369863
18,2,971.74,4,3,4,434,Need Attention,485.87,2,347,923.8185753424657
10,4,1621.73,5,4,4,544,Champions,405.4325,4,355,1577.2990410958905
262,1,25.5,1,2,1,121,Lost,25.5,1,103,7.195890410958905
159,2,665.78,2,3,3,233,At Risk,332.89,2,206,375.75528767123285
33,6,10797.48,4,5,5,455,Champions,1799.58,6,332,9821.269479452054
29,6,881.29,4,5,3,453,Champions,146.88166666666666,6,336,811.269698630137
165,1,163.29999999999998,2,2,1,221,Lost,163.29999999999998,1,200,89.4794520547945
47,1,231.61,3,2,1,321,Need Attention,231.61,1,318,201.78624657534246
6,8,801.12,5,5,3,553,Champions,100.14,8,359,787.950904109589
8,3,837.5,5,4,3,543,Champions,279.1666666666667,3,357,819.1438356164383
288,1,116.2,1,2,1,121,Lost,116.2,1,77,24.513424657534248
318,1,157.02,1,2,1,121,Lost,157.02,1,47,20.21901369863014
3,2,606.91,5,3,3,533,Need Attention,303.455,2,362,601.921698630137
233,1,307.46,1,2,2,122,Lost,307.46,1,132,111.19101369863013
119,1,138.32,2,2,1,221,Lost,138.32,1,246,93.2238904109589
162,1,345.3,2,2,2,222,Lost,345.3,1,203,192.04356164383563
185,1,294.24,1,2,2,122,Lost,294.24,1,180,145.10465753424657
50,1,230.5,3,2,1,321,Need Attention,230.5,1,315,198.92465753424656
152,5,989.45,2,4,4,244,Loyal Customers,197.89000000000001,5,213,577.4050684931508
335,1,157.09,1,2,1,121,Lost,157.09,1,30,12.911506849315067
5,5,2463.17,5,4,5,545,Champions,492.634,5,360,2429.4279452054793
16,7,4892.240000000001,4,5,5,455,Champions,698.8914285714287,7,349,4677.785643835617
107,2,413.2,2,3,2,232,At Risk,206.6,2,258,292.07013698630135
16,7,1139.73,4,5,4,454,Champions,162.81857142857143,7,349,1089.7692328767123
276,1,380.5,1,2,2,122,Lost,380.5,1,89,92.77945205479452
16,12,10650.77,4,5,5,455,Champions,887.5641666666667,12,349,10183.88693150685
247,1,454.12,1,2,2,122,Lost,454.12,1,118,146.81139726027396
239,1,579.0,1,2,3,123,Lost,579.0,1,126,199.87397260273974
1,2,984.57,5,3,4,534,Need Attention,492.285,2,364,981.8725479452055
106,3,749.78,2,4,3,243,Loyal Customers,249.92666666666665,3,259,532.0356712328767
23,4,1714.59,4,4,4,444,Champions,428.6475,4,342,1606.5473424657534
52,1,124.88,3,2,1,321,Need Attention,124.88,1,313,107.08887671232877
195,3,1689.5,1,4,4,144,Loyal Customers,563.1666666666666,3,170,786.8904109589041
24,1,213.78,4,2,1,421,Potential Loyalists,213.78,1,341,199.72323287671233
75,1,329.34,2,2,2,222,Lost,329.34,1,290,261.66739726027396
18,2,251.7,4,3,2,432,Need Attention,125.85,2,347,239.28739726027396
