Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
91,2,307.48,2,3,2,232,At Risk
71,4,1268.98,3,4,4,344,Loyal Customers
116,2,1610.15,2,3,4,234,At Risk
213,2,977.77,1,3,4,134,At Risk
30,2,1316.07,4,3,4,434,Need Attention
51,1,749.1,3,1,3,313,Need Attention
246,1,310.05,1,1,2,112,Lost
32,1,223.88,4,1,1,411,Potential Loyalists
109,3,2362.96,2,3,5,235,At Risk
5,4,864.6800000000001,5,4,3,543,Champions
366,1,313.53,1,1,2,112,Lost
82,2,1890.94,2,3,4,234,At Risk
297,1,1784.71,1,1,4,114,Lost
34,8,8137.02,3,5,5,355,Loyal Customers
57,3,1621.88,3,3,4,334,Need Attention
30,12,5900.25,4,5,5,455,Champions
14,1,100.9,5,1,1,511,Potential Loyalists
72,2,290.82,3,3,2,332,Need Attention
23,6,1101.97,4,5,4,454,Champions
19,1,371.2,4,1,2,412,Potential Loyalists
79,1,311.69,2,1,2,212,Lost
60,11,8099.49,3,5,5,355,Loyal Customers
25,1,285.67,4,1,2,412,Potential Loyalists
12,1,294.85,5,1,2,512,Potential Loyalists
253,1,58.49,1,1,1,111,Lost
147,3,483.73,2,3,3,233,At Risk
64,4,695.42,3,4,3,343,Loyal Customers
8,2,221.27,5,3,1,531,Need Attention
11,9,7044.68,5,5,5,555,Champions
271,1,126.7,1,1,1,111,Lost
10,5,1472.34,5,4,4,544,Champions
247,1,206.21,1,1,1,111,Lost
96,2,596.09,2,3,3,233,At Risk
15,1,183.02,4,1,1,411,Potential Loyalists
50,1,463.8,3,1,2,312,Need Attention
30,1,147.59,4,1,1,411,Potential Loyalists
68,4,1592.06,3,4,4,344,Loyal Customers
35,3,1097.98,3,3,4,334,Need Attention
128,1,114.77,2,1,1,211,Lost
107,3,1314.45,2,3,4,234,At Risk
37,1,89.94,3,1,1,311,Need Attention
57,1,279.94,3,1,2,312,Need Attention
57,6,774.86,3,5,3,353,Loyal Customers
72,5,1921.3700000000001,3,4,4,344,Loyal Customers
246,1,102.12,1,1,1,111,Lost
19,2,202.37,4,3,1,431,Need Attention
198,2,292.01,1,3,2,132,At Risk
16,2,326.4,4,3,2,432,Need Attention
212,1,334.54,1,1,2,112,Lost
39,2,231.98000000000002,3,3,1,331,Need Attention
46,3,546.1999999999999,3,3,3,333,Need Attention
170,2,414.87,2,3,2,232,At Risk
48,1,490.52,3,1,3,313,Need Attention
116,4,1641.76,2,4,4,244,Loyal Customers
147,1,1220.38,2,1,4,214,Lost
16,28,6293.67,4,5,5,455,Champions
51,1,475.43,3,1,2,312,Need Attention
159,1,156.91,2,1,1,211,Lost
12,3,1259.43,5,3,4,534,Need Attention
36,1,308.94,3,1,2,312,Need Attention
54,2,405.04,3,3,2,332,Need Attention
43,2,257.67,3,3,2,332,Need Attention
173,1,170.04,2,1,1,211,Lost
34,1,125.58,3,1,1,311,Need Attention
39,3,496.21,3,3,3,333,Need Attention
267,1,252.81,1,1,2,112,Lost
9,9,1871.77,5,5,4,554,Champions
12,4,852.39,5,4,3,543,Champions
3,11,6701.51,5,5,5,555,Champions
10,10,1636.43,5,5,4,554,Champions
33,1,361.96,4,1,2,412,Potential Loyalists
80,3,464.2,2,3,2,232,At Risk
31,4,1066.15,4,4,4,444,Champions
8,4,627.13,5,4,3,543,Champions
72,2,518.28,3,3,3,333,Need Attention
4,4,653.19,5,4,3,543,Champions
256,3,4959.1,1,3,5,135,At Risk
5,10,2553.88,5,5,5,555,Champions
16,8,4274.16,4,5,5,455,Champions
90,1,252.73000000000002,2,1,2,212,Lost
72,3,429.56,3,3,2,332,Need Attention
59,6,685.74,3,5,3,353,Loyal Customers
10,47,19766.59,5,5,5,555,Champions
170,1,179.93,2,1,1,211,Lost
199,1,135.93,1,1,1,111,Lost
31,1,537.0,4,1,3,413,Potential Loyalists
19,17,7634.7300000000005,4,5,5,455,Champions
152,2,735.66,2,3,3,233,At Risk
9,15,5071.47,5,5,5,555,Champions
270,1,343.62,1,1,2,112,Lost
65,4,381.0,3,4,2,342,Loyal Customers
274,1,121.17000000000002,1,1,1,111,Lost
25,3,1737.69,4,3,4,434,Need Attention
23,3,1383.36,4,3,4,434,Need Attention
319,1,207.73000000000002,1,1,1,111,Lost
5,3,693.95,5,3,3,533,Need Attention
12,2,302.1,5,3,2,532,Need Attention
275,2,1489.5,1,3,4,134,At Risk
25,11,2102.54,4,5,5,455,Champions
41,9,1337.72,3,5,4,354,Loyal Customers
8,4,293.0,5,4,2,542,Champions
4,48,54534.14,5,5,5,555,Champions
71,4,987.86,3,4,4,344,Loyal Customers
213,1,370.79999999999995,1,1,2,112,Lost
38,4,3158.13,3,4,5,345,Loyal Customers
53,1,893.59,3,1,3,313,Need Attention
78,3,1744.76,2,3,4,234,At Risk
46,2,553.36,3,3,3,333,Need Attention
179,1,1109.53,2,1,4,214,Lost
373,1,106.2,1,1,1,111,Lost
94,2,982.07,2,3,4,234,At Risk
10,3,1043.41,5,3,4,534,Need Attention
105,1,735.67,2,1,3,213,Lost
78,1,773.03,2,1,3,213,Lost
173,1,880.85,2,1,3,213,Lost
7,32,9743.11,5,5,5,555,Champions
213,4,895.61,1,4,3,143,Loyal Customers
22,5,504.8,4,4,3,443,Champions
257,1,88.2,1,1,1,111,Lost
282,1,306.94,1,1,2,112,Lost
21,2,1160.07,4,3,4,434,Need Attention
10,6,2420.84,5,5,5,555,Champions
308,1,381.32,1,1,2,112,Lost
68,1,480.71,3,1,2,312,Need Attention
215,2,457.81,1,3,2,132,At Risk
18,6,4597.02,4,5,5,455,Champions
104,4,1370.6000000000001,2,4,4,244,Loyal Customers
43,1,219.39000000000001,3,1,1,311,Need Attention
4,1,248.08,5,1,2,512,Potential Loyalists
182,3,39916.5,1,3,5,135,At Risk
84,1,410.48,2,1,2,212,Lost
334,3,876.0,1,3,3,133,At Risk
9,2,317.53000000000003,5,3,2,532,Need Attention
31,2,703.36,4,3,3,433,Need Attention
197,2,993.54,1,3,4,134,At Risk
18,7,2298.93,4,5,5,455,Champions
18,5,1422.52,4,4,4,444,Champions
311,6,319.5,1,5,2,152,Loyal Customers
142,3,1159.25,2,3,4,234,At Risk
246,1,484.95,1,1,3,113,Lost
24,4,996.1,4,4,4,444,Champions
29,3,1567.48,4,3,4,434,Need Attention
10,3,3509.04,5,3,5,535,Need Attention
30,10,2760.56,4,5,5,455,Champions
18,1,340.11,4,1,2,412,Potential Loyalists
18,4,1352.75,4,4,4,444,Champions
15,5,1551.78,4,4,4,444,Champions
134,1,244.8,2,1,1,211,Lost
246,1,266.4,1,1,2,112,Lost
134,1,358.82,2,1,2,212,Lost
50,2,457.72,3,3,2,332,Need Attention
114,3,1633.78,2,3,4,234,At Risk
7,2,2199.31,5,3,5,535,Need Attention
23,2,184.19,4,3,1,431,Need Attention
25,15,11528.48,4,5,5,455,Champions
66,1,406.53000000000003,3,1,2,312,Need Attention
60,4,1471.0,3,4,4,344,Loyal Customers
50,11,3447.4,3,5,5,355,Loyal Customers
170,1,330.11,2,1,2,212,Lost
18,5,977.9300000000001,4,4,4,444,Champions
128,3,982.42,2,3,4,234,At Risk
15,8,1387.99,4,5,4,454,Champions
239,1,139.05,1,1,1,111,Lost
3,4,1286.7,5,4,4,544,Champions
240,2,178.96,1,3,1,131,At Risk
52,7,2354.25,3,5,5,355,Loyal Customers
46,1,498.74,3,1,3,313,Need Attention
226,1,259.45,1,1,2,112,Lost
8,17,6580.4400000000005,5,5,5,555,Champions
4,4,1194.73,5,4,4,544,Champions
165,2,1327.16,2,3,4,234,At Risk
240,1,623.5,1,1,3,113,Lost
11,1,301.29,5,1,2,512,Potential Loyalists
134,1,520.8000000000001,2,1,3,213,Lost
17,10,5291.33,4,5,5,455,Champions
10,13,4745.69,5,5,5,555,Champions
31,1,329.25,4,1,2,412,Potential Loyalists
75,1,254.28,2,1,2,212,Lost
1,3,961.49,5,3,4,534,Need Attention
4,3,1936.07,5,3,4,534,Need Attention
45,1,401.40000000000003,3,1,2,312,Need Attention
2,30,18641.010000000002,5,5,5,555,Champions
357,1,158.16,1,1,1,111,Lost
18,2,304.47,4,3,2,432,Need Attention
69,3,824.58,3,3,3,333,Need Attention
373,1,487.75,1,1,3,113,Lost
321,1,158.8,1,1,1,111,Lost
26,1,106.56,4,1,1,411,Potential Loyalists
331,1,1289.5,1,1,4,114,Lost
9,5,1624.05,5,4,4,544,Champions
323,1,135.75,1,1,1,111,Lost
72,1,224.14,3,1,1,311,Need Attention
260,1,40.5,1,1,1,111,Lost
18,5,2206.9500000000003,4,4,5,445,Champions
367,1,87.5,1,1,1,111,Lost
66,3,689.48,3,3,3,333,Need Attention
154,2,622.85,2,3,3,233,At Risk
29,2,402.2,4,3,2,432,Need Attention
70,1,310.62,3,1,2,312,Need Attention
14,2,411.41,5,3,2,532,Need Attention
2,15,4762.18,5,5,5,555,Champions
1,41,16225.39,5,5,5,555,Champions
120,3,1044.32,2,3,4,234,At Risk
61,1,499.32,3,1,3,313,Need Attention
3,15,7616.53,5,5,5,555,Champions
3,1,3861.0,5,1,5,515,Potential Loyalists
11,3,1079.61,5,3,4,534,Need Attention
92,2,193.64,2,3,1,231,At Risk
59,4,1268.7,3,4,4,344,Loyal Customers
87,5,1236.54,2,4,4,244,Loyal Customers
26,6,1827.8,4,5,4,454,Champions
357,1,316.58,1,1,2,112,Lost
85,2,653.24,2,3,3,233,At Risk
10,4,420.3,5,4,2,542,Champions
1,5,870.12,5,4,3,543,Champions
225,1,331.18,1,1,2,112,Lost
60,2,894.4100000000001,3,3,3,333,Need Attention
241,1,101.8,1,1,1,111,Lost
319,2,328.35,1,3,2,132,At Risk
2,8,1661.44,5,5,4,554,Champions
47,3,734.94,3,3,3,333,Need Attention
88,1,96.6,2,1,1,211,Lost
11,11,5756.89,5,5,5,555,Champions
176,1,305.75,2,1,2,212,Lost
52,6,1778.96,3,5,4,354,Loyal Customers
366,1,403.25,1,1,2,112,Lost
319,1,585.0,1,1,3,113,Lost
226,2,755.75,1,3,3,133,At Risk
358,2,322.08,1,3,2,132,At Risk
234,1,409.40000000000003,1,1,2,112,Lost
311,1,154.41,1,1,1,111,Lost
37,5,1219.4,3,4,4,344,Loyal Customers
66,4,3386.71,3,4,5,345,Loyal Customers
239,2,429.6,1,3,2,132,At Risk
113,2,612.06,2,3,3,233,At Risk
277,1,197.0,1,1,1,111,Lost
218,12,2247.51,1,5,5,155,Loyal Customers
299,1,321.05,1,1,2,112,Lost
2,4,1412.32,5,4,4,544,Champions
29,3,1071.99,4,3,4,434,Need Attention
10,2,780.59,5,3,3,533,Need Attention
45,5,1706.57,3,4,4,344,Loyal Customers
67,8,1756.44,3,5,4,354,Loyal Customers
74,1,316.68,2,1,2,212,Lost
65,2,631.57,3,3,3,333,Need Attention
134,3,2515.84,2,3,5,235,At Risk
238,2,514.15,1,3,3,133,At Risk
122,1,356.0,2,1,2,212,Lost
32,13,6688.46,4,5,5,455,Champions
9,11,10484.99,5,5,5,555,Champions
36,2,740.78,3,3,3,333,Need Attention
16,5,918.2,4,4,3,443,Champions
127,1,300.36,2,1,2,212,Lost
67,1,890.85,3,1,3,313,Need Attention
149,1,98.45,2,1,1,211,Lost
283,1,317.15,1,1,2,112,Lost
169,2,623.16,2,3,3,233,At Risk
100,7,1810.77,2,5,4,254,Loyal Customers
135,1,254.82,2,1,2,212,Lost
324,1,178.95000000000002,1,1,1,111,Lost
107,1,156.51,2,1,1,211,Lost
64,1,393.74,3,1,2,312,Need Attention
151,2,1506.1200000000001,2,3,4,234,At Risk
338,1,119.3,1,1,1,111,Lost
22,5,1717.36,4,4,4,444,Champions
24,1,408.8,4,1,2,412,Potential Loyalists
16,7,2379.49,4,5,5,455,Champions
7,15,2493.34,5,5,5,555,Champions
57,2,721.94,3,3,3,333,Need Attention
4,2,716.57,5,3,3,533,Need Attention
38,1,615.14,3,1,3,313,Need Attention
66,1,128.63,3,1,1,311,Need Attention
47,1,255.89999999999998,3,1,2,312,Need Attention
355,1,290.51,1,1,2,112,Lost
172,1,113.12,2,1,1,211,Lost
59,9,2332.15,3,5,5,355,Loyal Customers
50,1,240.55,3,1,1,311,Need Attention
22,2,486.69,4,3,3,433,Need Attention
43,5,2306.52,3,4,5,345,Loyal Customers
29,3,939.78,4,3,4,434,Need Attention
5,18,7943.22,5,5,5,555,Champions
26,14,4623.3,4,5,5,455,Champions
201,1,178.39,1,1,1,111,Lost
51,6,3672.86,3,5,5,355,Loyal Customers
10,3,641.94,5,3,3,533,Need Attention
2,12,4799.9,5,5,5,555,Champions
67,6,3907.01,3,5,5,355,Loyal Customers
64,1,496.44,3,1,3,313,Need Attention
51,12,5049.95,3,5,5,355,Loyal Customers
290,1,574.02,1,1,3,113,Lost
61,8,694.4,3,5,3,353,Loyal Customers
64,3,1174.3500000000001,3,3,4,334,Need Attention
96,1,205.3,2,1,1,211,Lost
274,1,310.47,1,1,2,112,Lost
1,91,60632.75,5,5,5,555,Champions
75,4,924.85,2,4,4,244,Loyal Customers
110,1,52.0,2,1,1,211,Lost
199,1,327.97,1,1,2,112,Lost
64,2,570.5,3,3,3,333,Need Attention
327,1,165.0,1,1,1,111,Lost
4,1,312.62,5,1,2,512,Potential Loyalists
284,1,204.5,1,1,1,111,Lost
44,1,267.13,3,1,2,312,Need Attention
71,3,2748.31,3,3,5,335,Need Attention
86,1,679.68,2,1,3,213,Lost
104,1,161.74,2,1,1,211,Lost
334,1,311.71,1,1,2,112,Lost
53,1,208.75,3,1,1,311,Need Attention
39,3,1049.7,3,3,4,334,Need Attention
32,2,714.9599999999999,4,3,3,433,Need Attention
366,4,1661.06,1,4,4,144,Loyal Customers
208,1,1028.56,1,1,4,114,Lost
157,3,347.87,2,3,2,232,At Risk
54,1,170.22,3,1,1,311,Need Attention
66,2,574.07,3,3,3,333,Need Attention
81,1,2020.52,2,1,4,214,Lost
130,1,406.09000000000003,2,1,2,212,Lost
87,1,364.5,2,1,2,212,Lost
1,3,563.94,5,3,3,533,Need Attention
46,1,393.54,3,1,2,312,Need Attention
333,1,252.42000000000002,1,1,2,112,Lost
366,1,201.60000000000002,1,1,1,111,Lost
72,1,158.04,3,1,1,311,Need Attention
158,2,463.91,2,3,2,232,At Risk
373,1,115.65,1,1,1,111,Lost
12,7,1934.66,5,5,4,554,Champions
255,2,770.12,1,3,3,133,At Risk
29,2,277.05,4,3,2,432,Need Attention
31,10,2718.03,4,5,5,455,Champions
5,22,8347.2,5,5,5,555,Champions
40,1,427.93,3,1,2,312,Need Attention
362,1,418.92,1,1,2,112,Lost
373,1,326.0,1,1,2,112,Lost
96,2,913.19,2,3,3,233,At Risk
26,7,2314.32,4,5,5,455,Champions
75,2,602.51,2,3,3,233,At Risk
57,4,1877.5900000000001,3,4,4,344,Loyal Customers
21,1,446.94000000000005,4,1,2,412,Potential Loyalists
41,7,2386.05,3,5,5,355,Loyal Customers
137,1,2007.4,2,1,4,214,Lost
8,12,2415.91,5,5,5,555,Champions
129,1,168.0,2,1,1,211,Lost
40,3,1221.56,3,3,4,334,Need Attention
169,7,3703.29,2,5,5,255,Loyal Customers
9,5,1690.26,5,4,4,544,Champions
214,2,596.85,1,3,3,133,At Risk
15,6,5955.71,4,5,5,455,Champions
170,2,642.41,2,3,3,233,At Risk
40,1,316.88,3,1,2,312,Need Attention
186,1,394.14,1,1,2,112,Lost
270,1,140.54,1,1,1,111,Lost
172,1,500.0,2,1,3,213,Lost
5,4,1535.53,5,4,4,544,Champions
16,2,231.86,4,3,1,431,Need Attention
10,4,2183.54,5,4,5,545,Champions
326,1,107.45,1,1,1,111,Lost
113,1,288.18,2,1,2,212,Lost
290,1,94.0,1,1,1,111,Lost
16,2,1345.53,4,3,4,434,Need Attention
1,3,815.77,5,3,3,533,Need Attention
92,5,716.2,2,4,3,243,Loyal Customers
149,2,626.35,2,3,3,233,At Risk
189,1,349.1,1,1,2,112,Lost
31,2,510.71000000000004,4,3,3,433,Need Attention
34,4,1046.74,3,4,4,344,Loyal Customers
264,1,267.18,1,1,2,112,Lost
84,8,3450.84,2,5,5,255,Loyal Customers
26,4,1348.93,4,4,4,444,Champions
171,1,190.53,2,1,1,211,Lost
10,3,774.9000000000001,5,3,3,533,Need Attention
313,1,559.61,1,1,3,113,Lost
65,4,3984.32,3,4,5,345,Loyal Customers
85,1,508.8,2,1,3,213,Lost
25,1,135.86,4,1,1,411,Potential Loyalists
59,4,950.36,3,4,4,344,Loyal Customers
323,2,97.7,1,3,1,131,At Risk
38,1,43.5,3,1,1,311,Need Attention
254,2,383.34,1,3,2,132,At Risk
19,5,1404.07,4,4,4,444,Champions
33,3,1430.54,4,3,4,434,Need Attention
15,1,93.78,4,1,1,411,Potential Loyalists
27,2,397.35,4,3,2,432,Need Attention
23,1,171.19000000000003,4,1,1,411,Potential Loyalists
214,2,533.3,1,3,3,133,At Risk
8,5,1041.48,5,4,4,544,Champions
22,1,149.29,4,1,1,411,Potential Loyalists
12,3,1067.75,5,3,4,534,Need Attention
262,1,200.16,1,1,1,111,Lost
131,1,156.57999999999998,2,1,1,211,Lost
55,3,383.68,3,3,2,332,Need Attention
249,1,594.0,1,1,3,113,Lost
2,7,3213.59,5,5,5,555,Champions
9,2,1411.21,5,3,4,534,Need Attention
264,1,113.5,1,1,1,111,Lost
331,1,155.17000000000002,1,1,1,111,Lost
313,1,494.64,1,1,3,113,Lost
26,3,974.52,4,3,4,434,Need Attention
30,1,429.84,4,1,2,412,Potential Loyalists
30,3,528.48,4,3,3,433,Need Attention
2,7,1371.77,5,5,4,554,Champions
362,1,179.1,1,1,1,111,Lost
283,3,434.59,1,3,2,132,At Risk
262,1,237.07,1,1,1,111,Lost
25,1,161.64,4,1,1,411,Potential Loyalists
354,1,214.26,1,1,1,111,Lost
94,3,234.6,2,3,1,231,At Risk
29,1,126.14,4,1,1,411,Potential Loyalists
338,1,1044.65,1,1,4,114,Lost
20,18,7354.62,4,5,5,455,Champions
85,1,334.53,2,1,2,212,Lost
9,3,524.88,5,3,3,533,Need Attention
51,2,467.51,3,3,2,332,Need Attention
50,2,538.55,3,3,3,333,Need Attention
2,1,454.48,5,1,2,512,Potential Loyalists
113,1,371.56,2,1,2,212,Lost
14,7,1771.2,5,5,4,554,Champions
77,1,454.11,2,1,2,212,Lost
40,2,1399.92,3,3,4,334,Need Attention
116,1,905.5,2,1,3,213,Lost
16,11,10839.76,4,5,5,455,Champions
161,4,225.26,2,4,1,241,Loyal Customers
1,4,3590.41,5,4,5,545,Champions
30,3,2564.5,4,3,5,435,Need Attention
93,1,91.32000000000001,2,1,1,211,Lost
23,3,1134.28,4,3,4,434,Need Attention
95,6,3100.09,2,5,5,255,Loyal Customers
28,2,659.46,4,3,3,433,Need Attention
33,5,1953.41,4,4,4,444,Champions
21,2,1280.58,4,3,4,434,Need Attention
18,2,1262.2,4,3,4,434,Need Attention
3,27,13316.4,5,5,5,555,Champions
8,4,1131.56,5,4,4,544,Champions
16,10,6923.98,4,5,5,455,Champions
363,1,141.04,1,1,1,111,Lost
81,1,52.83,2,1,1,211,Lost
53,5,3610.96,3,4,5,345,Loyal Customers
23,3,972.08,4,3,4,434,Need Attention
172,1,475.86,2,1,2,212,Lost
189,6,1000.27,1,5,4,154,Loyal Customers
331,1,250.0,1,1,2,112,Lost
12,5,900.53,5,4,3,543,Champions
156,2,121.0,2,3,1,231,At Risk
33,19,14758.22,4,5,5,455,Champions
12,11,4023.7200000000003,5,5,5,555,Champions
45,3,62.43,3,3,1,331,Need Attention
233,1,267.03,1,1,2,112,Lost
64,8,1921.55,3,5,4,354,Loyal Customers
2,1,343.5,5,1,2,512,Potential Loyalists
40,8,3000.2,3,5,5,355,Loyal Customers
33,2,397.99,4,3,2,432,Need Attention
84,1,412.01000000000005,2,1,2,212,Lost
25,1,440.0,4,1,2,412,Potential Loyalists
2,3,731.87,5,3,3,533,Need Attention
33,2,148.44,4,3,1,431,Need Attention
19,8,2428.53,4,5,5,455,Champions
254,1,229.33,1,1,1,111,Lost
23,11,3960.05,4,5,5,455,Champions
22,4,1497.31,4,4,4,444,Champions
8,2,1972.39,5,3,4,534,Need Attention
25,4,1554.83,4,4,4,444,Champions
19,3,807.57,4,3,3,433,Need Attention
173,4,502.9,2,4,3,243,Loyal Customers
163,1,110.92,2,1,1,211,Lost
7,1,538.46,5,1,3,513,Potential Loyalists
11,1,213.3,5,1,1,511,Potential Loyalists
114,1,85.13000000000001,2,1,1,211,Lost
288,1,127.86,1,1,1,111,Lost
9,9,3546.71,5,5,5,555,Champions
54,2,288.96999999999997,3,3,2,332,Need Attention
7,14,4910.6,5,5,5,555,Champions
77,3,1677.71,2,3,4,234,At Risk
4,4,575.63,5,4,3,543,Champions
37,1,436.06,3,1,2,312,Need Attention
217,1,90.12,1,1,1,111,Lost
60,1,428.93,3,1,2,312,Need Attention
278,1,217.2,1,1,1,111,Lost
12,16,4791.87,5,5,5,555,Champions
24,1,279.77,4,1,2,412,Potential Loyalists
29,1,468.91,4,1,2,412,Potential Loyalists
12,4,800.5899999999999,5,4,3,543,Champions
352,1,134.55,1,1,1,111,Lost
22,3,1361.44,4,3,4,434,Need Attention
50,2,173.16000000000003,3,3,1,331,Need Attention
19,1,186.01,4,1,1,411,Potential Loyalists
3,3,758.29,5,3,3,533,Need Attention
104,5,1375.71,2,4,4,244,Loyal Customers
7,12,4148.82,5,5,5,555,Champions
12,4,650.4300000000001,5,4,3,543,Champions
5,7,2533.42,5,5,5,555,Champions
32,2,583.24,4,3,3,433,Need Attention
178,4,675.64,2,4,3,243,Loyal Customers
38,1,921.37,3,1,3,313,Need Attention
151,3,258.88,2,3,2,232,At Risk
162,1,127.1,2,1,1,211,Lost
69,2,327.6,3,3,2,332,Need Attention
156,10,717.4300000000001,2,5,3,253,Loyal Customers
25,3,682.9100000000001,4,3,3,433,Need Attention
24,4,720.86,4,4,3,443,Champions
177,1,455.3,2,1,2,212,Lost
50,4,913.68,3,4,3,343,Loyal Customers
256,3,478.53,1,3,2,132,At Risk
47,1,388.58,3,1,2,312,Need Attention
71,1,199.8,3,1,1,311,Need Attention
16,5,1771.78,4,4,4,444,Champions
101,5,1406.59,2,4,4,244,Loyal Customers
35,1,324.57,3,1,2,312,Need Attention
53,1,240.68,3,1,1,311,Need Attention
27,2,761.74,4,3,3,433,Need Attention
11,14,6776.56,5,5,5,555,Champions
8,9,1297.8700000000001,5,5,4,554,Champions
79,1,48.480000000000004,2,1,1,211,Lost
52,1,216.39000000000001,3,1,1,311,Need Attention
36,5,1198.23,3,4,4,344,Loyal Customers
61,9,2920.16,3,5,5,355,Loyal Customers
337,1,104.76,1,1,1,111,Lost
28,4,1093.68,4,4,4,444,Champions
184,1,298.48,1,1,2,112,Lost
52,1,112.46000000000001,3,1,1,311,Need Attention
10,11,1570.45,5,5,4,554,Champions
36,2,195.15,3,3,1,331,Need Attention
10,23,10399.74,5,5,5,555,Champions
33,4,776.85,4,4,3,443,Champions
11,1,336.4,5,1,2,512,Potential Loyalists
57,3,1553.18,3,3,4,334,Need Attention
4,4,1293.03,5,4,4,544,Champions
43,9,3709.56,3,5,5,355,Loyal Customers
141,1,301.03000000000003,2,1,2,212,Lost
117,4,588.13,2,4,3,243,Loyal Customers
104,4,1534.26,2,4,4,244,Loyal Customers
75,2,675.8,2,3,3,233,At Risk
5,9,2870.2400000000002,5,5,5,555,Champions
45,2,1186.35,3,3,4,334,Need Attention
16,8,3285.31,4,5,5,455,Champions
17,1,243.55,4,1,1,411,Potential Loyalists
90,2,724.76,2,3,3,233,At Risk
53,1,223.36,3,1,1,311,Need Attention
134,1,425.32,2,1,2,212,Lost
4,15,12416.11,5,5,5,555,Champions
105,4,1887.2,2,4,4,244,Loyal Customers
192,3,664.0,1,3,3,133,At Risk
166,4,803.54,2,4,3,243,Loyal Customers
19,1,611.59,4,1,3,413,Potential Loyalists
158,3,447.64000000000004,2,3,2,232,At Risk
204,2,639.5,1,3,3,133,At Risk
336,2,816.0,1,3,3,133,At Risk
37,3,646.3,3,3,3,333,Need Attention
91,1,337.74,2,1,2,212,Lost
93,2,877.44,2,3,3,233,At Risk
9,2,922.53,5,3,4,534,Need Attention
243,1,560.6700000000001,1,1,3,113,Lost
45,4,748.5,3,4,3,343,Loyal Customers
23,1,30.0,4,1,1,411,Potential Loyalists
190,5,1024.1000000000001,1,4,4,144,Loyal Customers
44,1,306.45,3,1,2,312,Need Attention
25,9,1600.86,4,5,4,454,Champions
317,2,309.8,1,3,2,132,At Risk
106,1,138.14,2,1,1,211,Lost
51,1,386.43,3,1,2,312,Need Attention
168,2,2222.21,2,3,5,235,At Risk
40,1,301.32000000000005,3,1,2,312,Need Attention
218,1,76.32000000000001,1,1,1,111,Lost
40,4,684.34,3,4,3,343,Loyal Customers
297,1,173.05,1,1,1,111,Lost
19,7,2657.13,4,5,5,455,Champions
88,4,2726.23,2,4,5,245,Loyal Customers
73,4,2111.89,2,4,5,245,Loyal Customers
81,3,323.69,2,3,2,232,At Risk
19,3,3435.76,4,4,5,445,Champions
49,1,657.23,3,1,3,313,Need Attention
53,1,352.7,3,1,2,312,Need Attention
24,4,781.28,4,4,3,443,Champions
9,3,1333.68,5,4,4,544,Champions
25,5,1426.16,4,4,4,444,Champions
117,1,193.75,2,1,1,211,Lost
9,9,2993.1,5,5,5,555,Champions
120,2,254.1,2,3,2,232,At Risk
4,2,239.76,5,3,1,531,Need Attention
252,1,136.8,1,1,1,111,Lost
28,1,191.04,4,1,1,411,Potential Loyalists
1,13,6464.4,5,5,5,555,Champions
267,2,409.98,1,3,2,132,At Risk
33,8,2711.11,4,5,5,455,Champions
18,1,309.65,4,1,2,412,Potential Loyalists
172,2,696.68,2,3,3,233,At Risk
2,4,1529.0,5,4,4,544,Champions
265,1,211.5,1,1,1,111,Lost
140,4,2293.62,2,4,5,245,Loyal Customers
201,1,143.1,1,1,1,111,Lost
64,4,1060.56,3,4,4,344,Loyal Customers
35,4,916.98,3,4,3,343,Loyal Customers
41,7,3235.25,3,5,5,355,Loyal Customers
284,1,133.25,1,1,1,111,Lost
9,5,1072.3600000000001,5,4,4,544,Champions
143,2,356.7,2,3,2,232,At Risk
12,2,330.03000000000003,5,3,2,532,Need Attention
146,4,1101.11,2,4,4,244,Loyal Customers
234,1,150.3,1,1,1,111,Lost
33,13,5028.42,4,5,5,455,Champions
24,1,598.73,4,1,3,413,Potential Loyalists
12,1,471.40000000000003,5,2,2,522,Potential Loyalists
36,5,2211.21,3,4,5,345,Loyal Customers
365,1,190.70000000000002,1,2,1,121,Lost
201,2,218.25,1,3,1,131,At Risk
15,1,415.25,4,2,2,422,Potential Loyalists
17,7,5159.06,4,5,5,455,Champions
213,1,85.0,1,2,1,121,Lost
66,3,1120.88,3,4,4,344,Loyal Customers
212,2,294.12,1,3,2,132,At Risk
283,1,162.3,1,2,1,121,Lost
115,2,1339.45,2,3,4,234,At Risk
15,8,1188.1200000000001,4,5,4,454,Champions
19,16,4812.42,4,5,5,455,Champions
66,1,449.12,3,2,2,322,Need Attention
49,1,154.88,3,2,1,321,Need Attention
16,4,775.96,4,4,3,443,Champions
78,1,34.8,2,2,1,221,Lost
19,4,1094.5900000000001,4,4,4,444,Champions
134,1,196.88,2,2,1,221,Lost
13,3,946.64,5,4,4,544,Champions
40,1,144.36,3,2,1,321,Need Attention
235,3,44534.3,1,4,5,145,Loyal Customers
3,8,2463.05,5,5,5,555,Champions
40,7,2626.6,3,5,5,355,Loyal Customers
305,1,79.2,1,2,1,121,Lost
51,3,458.57,3,4,2,342,Loyal Customers
10,6,2364.25,5,5,5,555,Champions
61,4,528.01,3,4,3,343,Loyal Customers
66,2,714.42,3,3,3,333,Need Attention
25,1,205.25,4,2,1,421,Potential Loyalists
